0.021238,0.077935
0.028582,0.077925
0.035843,0.077916
0.042801,0.077907
0.049853,0.077898
0.056973,0.077889
0.064084,0.07788
0.071133,0.07787
0.077982,0.077862
0.085181,0.077852
0.092225,0.077843
0.099088,0.077834
0.10619,0.077825
0.11328,0.077816
0.12036,0.077807
0.1273,0.077798
0.13435,0.077789
0.14132,0.07778
0.1484,0.077771
0.15536,0.077762
0.16237,0.077753
0.16955,0.077744
0.17627,0.077735
0.18333,0.077726
0.19046,0.077717
0.19748,0.077707
0.20434,0.077699
0.2115,0.077689
0.21851,0.07768
0.22534,0.077671
0.23252,0.077662
0.23978,0.077653
0.24657,0.077644
0.25371,0.077635
0.26069,0.077626
0.26768,0.077617
0.2747,0.077608
0.28173,0.077599
0.28881,0.07759
0.29586,0.07758
0.30288,0.077571
0.30987,0.077562
0.3169,0.077553
0.32388,0.077544
0.33092,0.077535
0.33788,0.077526
0.34498,0.077517
0.35202,0.077508
0.35891,0.077499
0.36603,0.07749
0.37311,0.077481
0.3799,0.077472
0.38704,0.077463
0.39397,0.077454
0.40113,0.077445
0.40816,0.077435
0.41522,0.077426
0.42227,0.077417
0.42936,0.077408
0.43629,0.077399
0.44329,0.07739
0.45028,0.077381
0.45729,0.077372
0.46448,0.077363
0.47134,0.077354
0.47842,0.077345
0.48562,0.077335
0.49243,0.077327
0.49946,0.077318
0.50656,0.077308
0.51348,0.077299
0.52044,0.07729
0.52751,0.077281
0.5346,0.077272
0.5414,0.077263
0.54858,0.077254
0.55567,0.077245
0.56283,0.077236
0.56982,0.077227
0.57676,0.077218
0.58389,0.077208
0.59076,0.0772
0.59786,0.07719
0.60496,0.077181
0.6119,0.077172
0.61905,0.077163
0.62596,0.077154
0.63296,0.077145
0.63999,0.077136
0.64703,0.077127
0.654,0.077118
0.66103,0.077109
0.66797,0.0771
0.67516,0.07709
0.68206,0.077081
0.68918,0.077072
0.69613,0.077063
0.70326,0.077054
0.71026,0.077045
0.71745,0.077036
0.72432,0.077027
