0,0.14994,0
0.054167,0.1494,0.0080926
0.10833,0.14887,0.016127
0.1625,0.14833,0.024103
0.21667,0.14779,0.032022
0.27083,0.14726,0.039882
0.325,0.14672,0.047684
0.37917,0.14618,0.055428
0.43333,0.14565,0.063114
0.4875,0.14511,0.070742
0.54167,0.14458,0.078312
0.59583,0.14404,0.085823
0.65,0.1435,0.093277
0.70417,0.14297,0.10067
0.75833,0.14243,0.10801
0.8125,0.14189,0.11529
0.86667,0.14136,0.12251
0.92083,0.14082,0.12967
0.975,0.14028,0.13678
1.0292,0.13975,0.14382
1.0833,0.13921,0.15081
1.1375,0.13867,0.15774
1.1917,0.13814,0.16461
1.2458,0.1376,0.17142
1.3,0.13706,0.17818
1.3542,0.13652,0.18487
1.4083,0.13598,0.19151
1.4625,0.13545,0.19809
1.5167,0.13491,0.20461
1.5708,0.13437,0.21107
1.625,0.13383,0.21747
1.6792,0.13329,0.22381
1.7333,0.13274,0.23009
1.7875,0.1322,0.23631
1.8417,0.13166,0.24247
1.8958,0.13111,0.24857
1.95,0.13057,0.25461
2.0042,0.13002,0.26058
2.0583,0.12947,0.26649
2.1125,0.12892,0.27234
2.1667,0.12836,0.27812
2.2208,0.12781,0.28383
2.275,0.12724,0.28948
2.3292,0.12668,0.29506
2.3833,0.12611,0.30056
2.4375,0.12553,0.30599
2.4917,0.12495,0.31134
2.5458,0.12436,0.31661
2.6,0.12377,0.32179
2.6542,0.12316,0.32688
2.7083,0.12254,0.33188
2.7625,0.12191,0.33677
2.8167,0.12126,0.34154
2.8708,0.12059,0.3462
2.925,0.1199,0.35072
2.9792,0.11919,0.35509
3.0333,0.11845,0.3593
3.0875,0.11768,0.36332
3.1417,0.11686,0.36714
3.1958,0.116,0.37073
3.25,0.11509,0.37406
3.3042,0.11412,0.37708
3.3583,0.11308,0.37976
3.4125,0.11196,0.38205
3.4667,0.11074,0.38389
3.5208,0.10941,0.38521
3.575,0.10795,0.38592
3.6292,0.10634,0.38593
3.6833,0.10456,0.38512
3.7375,0.10257,0.38337
3.7917,0.10036,0.38051
3.8458,0.097864,0.37637
3.9,0.095056,0.37072
3.9542,0.09188,0.36331
4.0083,0.088278,0.35385
4.0625,0.08418,0.34198
4.1167,0.079507,0.3273
4.1708,0.074168,0.30934
4.225,0.068055,0.28753
4.2792,0.061045,0.26122
4.3333,0.052995,0.22965
4.3875,0.043742,0.19192
4.4417,0.033094,0.14699
4.4958,0.020834,0.093667
4.55,0.0067095,0.030528
4.6042,-0.0095689,-0.044057
4.6583,-0.028333,-0.13198
4.7125,-0.049961,-0.23544
4.7667,-0.074887,-0.35696
4.8208,-0.1036,-0.49945
4.875,-0.13667,-0.66626
4.9292,-0.17471,-0.8612
4.9833,-0.21845,-1.0886
5.0375,-0.26867,-1.3534
5.0917,-0.32627,-1.6612
5.1458,-0.39221,-2.0182
5.2,-0.46758,-2.4314
5.2542,-0.55353,-2.9084
5.3083,-0.65135,-3.4576
5.3625,-0.76236,-4.0882
5.4167,-0.88799,-4.8099
5.4708,-1.0297,-5.6334
5.525,-1.1891,-6.5695
5.5792,-1.3675,-7.6296
5.6333,-1.5666,-8.8254
5.6875,-1.7879,-10.168
5.7417,-2.0326,-11.67
5.7958,-2.302,-13.342
5.85,-2.5974,-15.195
5.9042,-2.9195,-17.238
5.9583,-3.2694,-19.48
6.0125,-3.6473,-21.93
6.0667,-4.0539,-24.594
6.1208,-4.4892,-27.477
6.175,-4.9531,-30.586
6.2292,-5.4455,-33.921
6.2833,-5.9661,-37.487
6.3375,-6.5142,-41.284
6.3917,-7.0892,-45.312
6.4458,-7.6904,-49.571
6.5,-8.317,-54.061
