0.02086,0.092904
0.027405,0.092893
0.03468,0.09288
0.041649,0.092868
0.048834,0.092856
0.055861,0.092843
0.062816,0.092831
0.070026,0.092819
0.076896,0.092807
0.084122,0.092795
0.091036,0.092783
0.098193,0.09277
0.10508,0.092758
0.11207,0.092746
0.11923,0.092734
0.12617,0.092722
0.13319,0.09271
0.14029,0.092698
0.14727,0.092686
0.15423,0.092674
0.16118,0.092662
0.16824,0.092649
0.17526,0.092637
0.18221,0.092625
0.18938,0.092613
0.19629,0.092601
0.20331,0.092589
0.21046,0.092577
0.2174,0.092565
0.22429,0.092553
0.23145,0.09254
0.23855,0.092528
0.24559,0.092516
0.25261,0.092504
0.25965,0.092492
0.26672,0.092479
0.27351,0.092468
0.28061,0.092455
0.28772,0.092443
0.29468,0.092431
0.30178,0.092419
0.30874,0.092407
0.31581,0.092395
0.32275,0.092383
0.32972,0.092371
0.33686,0.092358
0.34373,0.092346
0.35076,0.092334
0.35783,0.092322
0.36494,0.09231
0.37188,0.092298
0.37893,0.092286
0.38594,0.092274
0.39276,0.092262
0.39987,0.092249
0.40705,0.092237
0.41408,0.092225
0.42105,0.092213
0.42807,0.092201
0.43504,0.092189
0.44204,0.092177
0.44925,0.092164
0.45616,0.092152
0.4632,0.09214
0.47021,0.092128
0.47714,0.092116
0.48427,0.092104
0.49123,0.092092
0.4983,0.092079
0.50531,0.092067
0.51236,0.092055
0.51932,0.092043
0.52622,0.092031
0.5333,0.092019
0.54033,0.092007
0.54748,0.091994
0.55453,0.091982
0.56166,0.09197
0.56868,0.091958
0.57573,0.091946
0.58266,0.091934
0.58973,0.091921
0.59673,0.091909
0.60387,0.091897
0.61094,0.091885
0.61778,0.091873
0.62481,0.091861
0.63192,0.091848
0.63879,0.091837
0.646,0.091824
0.65289,0.091812
0.65985,0.0918
0.66686,0.091788
0.67385,0.091776
0.68109,0.091763
0.68798,0.091752
0.69502,0.091739
0.70215,0.091727
0.70908,0.091715
0.71629,0.091703
0.72313,0.091691
0.73021,0.091679
0.7373,0.091666
0.74443,0.091654
0.75141,0.091642
0.75828,0.09163
0.76533,0.091618
0.77241,0.091606
0.77953,0.091593
0.78644,0.091581
0.79336,0.091569
0.80065,0.091557
0.80748,0.091545
0.81463,0.091532
0.82152,0.091521
0.82854,0.091508
0.83564,0.091496
0.84265,0.091484
0.84972,0.091472
0.85674,0.09146
0.86365,0.091448
0.87083,0.091435
