0,0.19992,0
0.054167,0.19938,0.0108
0.10833,0.19884,0.021541
0.1625,0.19831,0.032225
0.21667,0.19777,0.042851
0.27083,0.19724,0.053418
0.325,0.1967,0.063927
0.37917,0.19616,0.074379
0.43333,0.19563,0.084772
0.4875,0.19509,0.095107
0.54167,0.19455,0.10538
0.59583,0.19402,0.1156
0.65,0.19348,0.12576
0.70417,0.19295,0.13587
0.75833,0.19241,0.14591
0.8125,0.19187,0.1559
0.86667,0.19134,0.16582
0.92083,0.1908,0.17569
0.975,0.19026,0.18551
1.0292,0.18973,0.19526
1.0833,0.18919,0.20495
1.1375,0.18865,0.21459
1.1917,0.18811,0.22417
1.2458,0.18758,0.23369
1.3,0.18704,0.24315
1.3542,0.1865,0.25255
1.4083,0.18596,0.2619
1.4625,0.18542,0.27118
1.5167,0.18489,0.28041
1.5708,0.18435,0.28958
1.625,0.18381,0.29868
1.6792,0.18326,0.30773
1.7333,0.18272,0.31672
1.7875,0.18218,0.32565
1.8417,0.18164,0.33451
1.8958,0.18109,0.34332
1.95,0.18055,0.35206
2.0042,0.18,0.36075
2.0583,0.17945,0.36936
2.1125,0.1789,0.37792
2.1667,0.17834,0.38641
2.2208,0.17778,0.39483
2.275,0.17722,0.40318
2.3292,0.17666,0.41146
2.3833,0.17609,0.41967
2.4375,0.17551,0.42781
2.4917,0.17493,0.43587
2.5458,0.17434,0.44384
2.6,0.17374,0.45173
2.6542,0.17313,0.45953
2.7083,0.17251,0.46723
2.7625,0.17188,0.47482
2.8167,0.17123,0.48231
2.8708,0.17057,0.48966
2.925,0.16988,0.49689
2.9792,0.16916,0.50396
3.0333,0.16842,0.51088
3.0875,0.16764,0.5176
3.1417,0.16683,0.52412
3.1958,0.16597,0.53041
3.25,0.16506,0.53644
3.3042,0.16408,0.54216
3.3583,0.16304,0.54754
3.4125,0.16191,0.55252
3.4667,0.16069,0.55705
3.5208,0.15935,0.56106
3.575,0.15789,0.56446
3.6292,0.15628,0.56715
3.6833,0.15449,0.56902
3.7375,0.15249,0.56994
3.7917,0.15026,0.56975
3.8458,0.14776,0.56826
3.9,0.14494,0.56526
3.9542,0.14175,0.5605
4.0083,0.13813,0.55366
4.0625,0.13401,0.54442
4.1167,0.12931,0.53234
4.1708,0.12395,0.51696
4.225,0.1178,0.49771
4.2792,0.11075,0.47393
4.3333,0.10266,0.44486
4.3875,0.093356,0.4096
4.4417,0.082651,0.36711
4.4958,0.070323,0.31616
4.55,0.056121,0.25535
4.6042,0.039752,0.18303
4.6583,0.020885,0.097289
4.7125,-0.00086292,-0.0040665
4.7667,-0.025926,-0.12358
4.8208,-0.0548,-0.26418
4.875,-0.088047,-0.42923
4.9292,-0.1263,-0.62255
4.9833,-0.17027,-0.84852
5.0375,-0.22076,-1.1121
5.0917,-0.27866,-1.4189
5.1458,-0.34495,-1.775
5.2,-0.4207,-2.1877
5.2542,-0.5071,-2.6644
5.3083,-0.6054,-3.2136
5.3625,-0.71695,-3.8446
5.4167,-0.84318,-4.5672
5.4708,-0.98556,-5.3918
5.525,-1.1456,-6.3295
5.5792,-1.3248,-7.3916
5.6333,-1.5248,-8.5897
5.6875,-1.7469,-9.9355
5.7417,-1.9925,-11.441
5.7958,-2.263,-13.116
5.85,-2.5593,-14.972
5.9042,-2.8826,-17.019
5.9583,-3.2335,-19.266
6.0125,-3.6126,-21.721
6.0667,-4.0202,-24.389
6.1208,-4.4566,-27.278
6.175,-4.9217,-30.391
6.2292,-5.4152,-33.732
6.2833,-5.9368,-37.303
6.3375,-6.486,-41.105
6.3917,-7.0621,-45.138
6.4458,-7.6643,-49.403
6.5,-8.2918,-53.897
