Time;Active Instrument A Channel 4 Voltage Avg;Active Instrument A Channel 4 Current Avg;Active Instrument A Channel 4 Power Avg
0.88610816;1.210181594;0.106947623;0.129426045
0.88711168;1.217271805;0.106959179;0.130198393
0.8881152;1.224069238;0.106944509;0.130907483
0.88911872;1.231238365;0.106928036;0.1316539
0.89012224;1.238182664;0.106889628;0.132348884
0.89112576;1.245214462;0.106871076;0.133077409
0.89212928;1.252340794;0.106848754;0.133811053
0.8931328;1.259314299;0.106831767;0.134534771
0.89413632;1.266409397;0.106872246;0.135344016
0.89513984;1.273394585;0.106883533;0.136104912
0.89614336;1.280382752;0.10685797;0.136819102
0.89714688;1.287386417;0.106861211;0.137571672
0.8981504;1.294533968;0.106827736;0.138292133
0.89915392;1.301269174;0.106784403;0.138955252
0.90015744;1.308450818;0.106755473;0.139684286
0.90116096;1.315421462;0.106741585;0.140410172
0.90216448;1.32245338;0.106731854;0.141147902
0.903168;1.32943666;0.106743917;0.141909276
0.90417152;1.336591125;0.10675884;0.142692919
0.90517504;1.343526721;0.106756113;0.143429691
0.90617856;1.350764871;0.106742881;0.144184534
0.90718208;1.357694507;0.106689937;0.144852342
0.9081856;1.364878297;0.106677234;0.145601442
0.90918912;1.371822596;0.106640503;0.146291851
0.91019264;1.378921509;0.106646217;0.147056763
0.91119616;1.385863066;0.10664466;0.147794896
0.91219968;1.392973661;0.106696166;0.148624949
0.9132032;1.399982214;0.106676452;0.149345135
0.91420672;1.406920791;0.106662691;0.150065957
0.91521024;1.414113045;0.106635317;0.150794393
0.91621376;1.42086482;0.10658861;0.151448006
0.91721728;1.427988172;0.106579006;0.15219356
0.9182208;1.434993863;0.106556565;0.152908016
0.91922432;1.441958547;0.106571481;0.153671657
0.92022784;1.44907701;0.106569536;0.154427465
0.92123136;1.455958009;0.106587954;0.155187585
0.92223488;1.463165164;0.106550463;0.155900925
0.9232384;1.470018983;0.106591068;0.156690894
0.92424192;1.477066398;0.106543191;0.157371367
0.92524544;1.48408258;0.106495187;0.158047651
0.92624896;1.491029859;0.10646677;0.158745133
0.92725248;1.498168826;0.106461324;0.159497036
0.928256;1.505242467;0.106479615;0.160277638
0.92925952;1.512384415;0.106494926;0.161061266
0.93026304;1.519410372;0.106533721;0.161868441
0.93126656;1.526405334;0.106481045;0.162533236
0.93227008;1.533444166;0.106479354;0.163280145
0.9332736;1.540373802;0.106449641;0.163972239
0.93427712;1.547416329;0.106398523;0.164642812
0.93528064;1.554380178;0.106402151;0.165389395
0.93628416;1.561461568;0.106392421;0.166127676
0.93728768;1.56831646;0.106405392;0.166877328
0.9382912;1.575448513;0.106395148;0.167620077
0.93929472;1.582441568;0.106405534;0.16838054
0.94029824;1.589484096;0.10642045;0.169153613
0.94130176;1.596637607;0.106333643;0.169776294
0.94230528;1.603560448;0.10629952;0.170457705
0.9433088;1.610439658;0.106289662;0.171173088
0.94431232;1.617579579;0.10627681;0.171911198
0.94531584;1.624594808;0.106282391;0.17266582
0.94631936;1.631755233;0.106308736;0.173469836
0.94732288;1.638581872;0.106292509;0.174168978
0.9483264;1.645656466;0.106308214;0.1749468
0.94932992;1.652705908;0.106280193;0.175649902
0.95033344;1.659746647;0.106229976;0.176314846
0.95133696;1.666848421;0.106201299;0.177021467
0.95234048;1.673969984;0.106201813;0.177778647
0.953344;1.681106925;0.106191568;0.17851938
0.95434752;1.68792665;0.106217645;0.179287594
0.95535104;1.694990635;0.10622517;0.180050669
0.95635456;1.702026367;0.10618677;0.180732682
0.95735808;1.70900476;0.106149524;0.181410043
0.9583616;1.715936422;0.106099054;0.182059232
0.95936512;1.723117232;0.106082313;0.182792261
0.96036864;1.730092764;0.106137849;0.183628325
0.96137216;1.736970901;0.106140062;0.1843622
0.96237568;1.744051456;0.106128767;0.185094031
0.9633792;1.751137733;0.106105275;0.185804952
0.96438272;1.758099556;0.106144078;0.186611857
0.96538624;1.76506722;0.106083743;0.187244938
0.96638976;1.772143006;0.10602095;0.187884285
0.96739328;1.779189467;0.106044553;0.188673352
0.9683968;1.786190987;0.106025092;0.189381064
0.96940032;1.793187976;0.105994478;0.190068023
0.97040384;1.800188661;0.106013164;0.190843696
0.97140736;1.807061076;0.106020167;0.191584918
0.97241088;1.814060807;0.106050141;0.192381405
0.9734144;1.821384668;0.105990835;0.193050081
0.97441792;1.82852459;0.105957888;0.193746604
0.97542144;1.835391045;0.105949059;0.194457954
0.97642496;1.842284679;0.105903253;0.19510394
0.97742848;1.849541306;0.10591948;0.195902454
0.978432;1.856440902;0.105936602;0.19666504
0.97943552;1.863626599;0.105930507;0.197414911
0.98043904;1.870353818;0.105905853;0.198081417
0.98144256;1.877612472;0.105920643;0.19887792
0.98244608;1.884533525;0.105867445;0.19951075
0.9834496;1.89157784;0.105840974;0.20020644
0.98445312;1.898518443;0.105809584;0.200881447
0.98545664;1.905397534;0.10581594;0.20162143
0.98646016;1.912626028;0.105842277;0.202436695
0.98746368;1.919536233;0.105836302;0.203156617
0.9884672;1.926600218;0.105854861;0.203939999
0.98947072;1.933637023;0.105790764;0.204560938
0.99047424;1.940667868;0.105760008;0.205245049
0.99147776;1.947636485;0.105745219;0.205953246
0.99248128;1.954551578;0.105716161;0.20662769
0.9934848;1.961600065;0.105661921;0.207266432
0.99448832;1.96865809;0.105736658;0.208159327
0.99549184;1.97572422;0.105697729;0.208829563
0.99649536;1.982761979;0.105736792;0.209650891
0.99749888;1.989786863;0.105706945;0.210334291
0.9985024;1.996833444;0.105665684;0.210996771
0.99950592;2.003809929;0.105645567;0.211693636
1.00050944;2.01098299;0.10558407;0.212327769
1.00151296;2.017783165;0.105598219;0.213074308
1.00251648;2.024852991;0.105592243;0.21380877
1.00352;2.032018185;0.105605863;0.214593034
1.00452352;2.039006233;0.105598994;0.215317006
1.00552704;2.046056747;0.105583943;0.21603074
1.00653056;2.053001881;0.105566688;0.216728609
1.00753408;2.059976339;0.105524257;0.217377472
1.0085376;2.067010164;0.105492726;0.218054537
1.00954112;2.074039221;0.105457693;0.218723392
1.01054464;2.081002951;0.105449386;0.219440483
1.01154816;2.088033915;0.105468981;0.220222809
1.01255168;2.095093966;0.105514392;0.221062566
1.0135552;2.101907015;0.105503105;0.221757716
1.01455872;2.10914135;0.105443545;0.22239534
1.01556224;2.116050482;0.105416559;0.22306676
1.01656576;2.123191357;0.105406702;0.223798598
1.01756928;2.130269051;0.105375171;0.224477465
1.0185728;2.137362242;0.105343379;0.225156961
1.01957632;2.144553661;0.10538581;0.226005525
1.02057984;2.151367664;0.105373353;0.226696824
1.02158336;2.158487082;0.105359994;0.227418186
1.02258688;2.165518999;0.105342865;0.228121976
1.0235904;2.172514915;0.105327293;0.228825116
1.02459392;2.179620743;0.105239064;0.229381246
1.02559744;2.18652916;0.103827752;0.227022408
1.02660096;2.193538427;0.104234129;0.228641568
1.02760448;2.200582027;0.104449391;0.229849453
1.028608;2.207698584;0.104531266;0.230773527
1.02961152;2.214662313;0.104552932;0.231549438
1.03061504;2.221588135;0.104554363;0.232276731
1.03161856;2.228632689;0.104531661;0.232962676
1.03262208;2.235608101;0.104474567;0.233564188
1.0336256;2.242731571;0.104458608;0.234272617
1.03462912;2.249603033;0.104434863;0.234936984
1.03563264;2.256726265;0.104436152;0.235683807
1.03663616;2.263924599;0.104434341;0.236431474
1.03763968;2.270739555;0.104435511;0.237145846
1.0386432;2.277725458;0.104432523;0.237868617
1.03964672;2.284782648;0.104400091;0.238531516
1.04065024;2.291791439;0.10436739;0.239188292
1.04165376;2.298919439;0.104329765;0.239845724
1.04265728;2.305975676;0.104285516;0.240479863
1.0436608;2.313049555;0.104281619;0.241208553
1.04466432;2.320056915;0.104320548;0.24202961
1.04566784;2.327083111;0.104315877;0.242751715
1.04667136;2.334201574;0.104311593;0.243484284
1.04767488;2.341146708;0.104298748;0.244178671
1.0486784;2.34802103;0.104262419;0.244810353
1.04968192;2.355074406;0.104202598;0.245404872
1.05068544;2.362192869;0.104190409;0.246117842
1.05168896;2.369233608;0.104167707;0.246797633
1.05269248;2.376183748;0.104170427;0.247528075
1.053696;2.383290529;0.104200527;0.248340129
1.05469952;2.390340805;0.104197681;0.249067969
1.05570304;2.397211075;0.104161337;0.249696711
1.05670656;2.404424191;0.104133837;0.250381917
1.05771008;2.411345005;0.104094259;0.251007173
1.0587136;2.418294191;0.104061052;0.251650238
1.05971712;2.425318241;0.104039378;0.252328602
1.06072064;2.432173967;0.104052097;0.253072801
1.06172416;2.439367533;0.104051441;0.253819707
1.06272768;2.446395636;0.104056768;0.254564023
1.0637312;2.453480959;0.104017705;0.255205458
1.06473472;2.460569382;0.104018487;0.255944704
1.06573824;2.46765852;0.103964642;0.256549234
1.06674176;2.474680662;0.103922337;0.257174598
1.06774528;2.481595993;0.103911825;0.257867167
1.0687488;2.488612175;0.103924938;0.258628865
1.06975232;2.495553493;0.103936739;0.259379693
1.07075584;2.503089428;0.103929736;0.260145423
1.07175936;2.509919882;0.103917666;0.260825015
1.07276288;2.516828299;0.103918709;0.261545547
1.0737664;2.523922443;0.103854872;0.262121643
1.07476992;2.530715942;0.103847735;0.262809118
1.07577344;2.537883043;0.103794277;0.263417735
1.07677696;2.544855595;0.103791937;0.264135492
1.07778048;2.551706314;0.103771694;0.264794887
1.078784;2.558786869;0.103802197;0.265607698
1.07978752;2.565859795;0.103825159;0.266400802
1.08079104;2.572803974;0.103767678;0.266973895
1.08179456;2.579841852;0.103750937;0.267661009
1.08279808;2.58679986;0.103718631;0.26829934
1.0838016;2.593896866;0.103649467;0.268856028
1.08480512;2.601059198;0.103641167;0.269576811
1.08580864;2.608085155;0.103661671;0.270358466
1.08681216;2.615077019;0.10367997;0.271131107
1.08781568;2.622167587;0.103678927;0.271863521
1.0888192;2.62925005;0.103655443;0.272536078
1.08982272;2.636365652;0.103630394;0.273207611
1.09082624;2.643326521;0.103571489;0.273773265
1.09182976;2.65031743;0.103531525;0.274391404
1.09283328;2.657465935;0.103519723;0.275100137
1.0938368;2.664384127;0.103545539;0.275885091
1.09484032;2.671382904;0.103538282;0.276590397
1.09584384;2.678278446;0.103550345;0.277336656
1.09684736;2.685366869;0.103555404;0.27808425
1.09785088;2.692363739;0.103532307;0.278746629
1.0988544;2.699440479;0.103473403;0.279320291
1.09985792;2.706463575;0.103436291;0.279946555
1.10086144;2.713416576;0.103399314;0.280565413
1.10186496;2.72050786;0.103407741;0.281321571
1.10286848;2.727490187;0.103426561;0.28209493
1.103872;2.734594822;0.10342513;0.282825826
1.10487552;2.741575241;0.103433698;0.283571267
1.10587904;2.748614788;0.1033962;0.284196323
1.10688256;2.755829811;0.103378937;0.284894755
1.10788608;2.762639999;0.103338592;0.285487327
1.1088896;2.769809008;0.103298366;0.286116745
1.10989312;2.776856422;0.10328383;0.286804367
1.11089664;2.783863068;0.103316143;0.287617995
1.11190016;2.790910482;0.103275657;0.288233113
1.11290368;2.798027754;0.10330537;0.289051291
1.1139072;2.804929495;0.103289671;0.289720245
1.11491072;2.812030315;0.10325931;0.29036831
1.11591424;2.818868637;0.103212208;0.290941655
1.11691776;2.825946093;0.103193261;0.291618592
1.11792128;2.833046198;0.1031681;0.292279994
1.1189248;2.840084791;0.103166796;0.293002449
1.11992832;2.846923113;0.103158496;0.293684307
1.12093184;2.854031086;0.103187427;0.294500124
1.12193536;2.861029863;0.103156812;0.295134721
1.12293888;2.86802268;0.103135914;0.295796139
1.1239424;2.875062227;0.103100881;0.296421449
1.12494592;2.882052422;0.103059232;0.29702211
1.12594944;2.889031887;0.10302303;0.297636818
1.12695296;2.896096706;0.103025369;0.298371433
1.12795648;2.90320158;0.103058845;0.299200601
1.12896;2.910156488;0.103062473;0.299927925
1.12996352;2.917149782;0.103049502;0.300610832
1.13096704;2.924166918;0.103044957;0.301320654
1.13197056;2.931371927;0.103003442;0.301941399
1.13297408;2.93860054;0.102961533;0.302562816
1.1339776;2.945534229;0.102931298;0.303187662
1.13498112;2.952562094;0.102911577;0.30385282
1.13598464;2.959468365;0.102922216;0.304595042
1.13698816;2.966543913;0.102936491;0.305365622
1.13799168;2.973693848;0.1029374;0.306104314
1.1389952;2.98045516;0.102908328;0.306713658
1.13999872;2.987658978;0.102867849;0.307334053
1.14100224;2.994562626;0.102845408;0.307977015
1.14200576;3.001547575;0.102796748;0.308549331
1.14300928;3.00864768;0.102779746;0.309228045
1.1440128;3.015643597;0.102768071;0.309911875
1.14501632;3.022761106;0.10282062;0.310802171
1.14601984;3.029711246;0.102819324;0.311512861
1.14702336;3.036748171;0.102778457;0.312112292
1.14802688;3.043830633;0.10279493;0.312890358
1.1490304;3.05076313;0.10273914;0.313432782
1.15003392;3.057786226;0.102678023;0.313967445
1.15103744;3.064741373;0.102662191;0.314633064
1.15204096;3.071893692;0.102680489;0.315423548
1.15304448;3.078761578;0.102675304;0.31611278
1.154048;3.08592391;0.102682434;0.316870178
1.15505152;3.092983961;0.102684118;0.31760033
1.15605504;3.100110054;0.102663748;0.318268917
1.15705856;3.107009649;0.10262353;0.318852297
1.15806208;3.114118338;0.102576435;0.319435156
1.1590656;3.121071339;0.10255152;0.320070609
