Time;Active Instrument A Channel 4 Voltage Avg;Active Instrument A Channel 4 Current Avg;Active Instrument A Channel 4 Power Avg;
1.3196288;3.744680882;0.020899739;0.078262853;
1.32063232;3.751520157;0.020855496;0.078239813;
1.32163584;3.758673906;0.020848099;0.078361206;
1.32263936;3.765597582;0.020800609;0.078326723;
1.32364288;3.772711277;0.020777902;0.078389024;
1.3246464;3.779655695;0.020733008;0.078363632;
1.32564992;3.786556005;0.020744298;0.078549445;
1.32665344;3.793616056;0.020698365;0.078521649;
1.32765696;3.800705671;0.020673063;0.078572226;
1.32866048;3.807715893;0.020661514;0.078673176;
1.329664;3.814629078;0.020630116;0.078696239;
1.33066752;3.821977377;0.020588724;0.078689637;
1.33167104;3.828864336;0.020549798;0.07868239;
1.33267456;3.835784197;0.02053877;0.078782288;
1.33367808;3.842968941;0.020497639;0.078771789;
